"","lemma_morphit","form_1ps_ind","formfreq_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","formfreq_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","formfreq_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","formfreq_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf","fonroot_noinc_1ps_ind"
"139","allineare","allineo",74,"allineo","alline","-","are","alline","-","allinea",1496,"allinea","alline","-","allineiamo",45,"allineiamo","alline","-","allinei",146,"allinei","alline","-",0,1,"-"
"140","allocare","alloco",15,"alloko","allok","k","are","allok","k","alloca",254,"alloka","allok","k","allochiamo",12,"allokiamo","allok","k","allochi",19,"alloki","allok","k",0,1,"-"
"141","alloggiare","alloggio",587,"alloddGo","alloddG","dG","are","alloddG","dG","alloggia",849,"alloddGa","alloddG","dG","alloggiamo",118,"alloddGamo","alloddG","dG","alloggi",270,"alloddGi","alloddG","dG",0,1,"-"
"142","allontanare","allontano",783,"allontano","allontan","-","are","allontan","-","allontana",11765,"allontana","allontan","-","allontaniamo",535,"allontaniamo","allontan","-","allontani",1468,"allontani","allontan","-",0,1,"-"
"143","allungare","allungo",382,"allungo","allung","ng","are","allung","ng","allunga",5234,"allunga","allung","ng","allunghiamo",100,"allungiamo","allung","ng","allunghi",287,"allungi","allung","ng",0,1,"-"
"144","alterare","altero",354,"altero","alter","-","are","alter","-","altera",3161,"altera","alter","-","alteriamo",28,"alteriamo","alter","-","alteri",702,"alteri","alter","-",0,1,"-"
"145","alternare","alterno",171,"alterno","altern","-","are","altern","-","alterna",2714,"alterna","altern","-","alterniamo",54,"alterniamo","altern","-","alterni",182,"alterni","altern","-",0,1,"-"
"146","alzare","alzo",3739,"alzo","alz","-","are","alz","-","alza",17113,"alza","alz","-","alziamo",1254,"alziamo","alz","-","alzi",2183,"alzi","alz","-",0,1,"-"
"147","amalgamare","amalgamo",31,"amalgamo","amalgam","-","are","amalgam","-","amalgama",467,"amalgama","amalgam","-","amalgamiamo",10,"amalgamiamo","amalgam","-","amalgami",81,"amalgami","amalgam","-",0,1,"-"
"148","amare","amo",43949,"amo","am","-","are","am","-","ama",44977,"ama","am","-","amiamo",4936,"amiamo","am","-","ami",17352,"ami","am","-",0,1,"-"
"149","ambiare","ambio",128,"ambio","ambi","-","are","ambi","-","ambia",19,"ambia","ambi","-","ambiamo",31,"ambiamo","ambi","-","ambi",70,"ambi","amb","-",0,1,"-"
"150","ambientare","ambiento",37,"ambiento","ambient","-","are","ambient","-","ambienta",497,"ambienta","ambient","-","ambientiamo",7,"ambientiamo","ambient","-","ambienti",29,"ambienti","ambient","-",0,1,"-"
"151","ammalare","ammalo",100,"ammalo","ammal","-","are","ammal","-","ammala",1847,"ammala","ammal","-","ammaliamo",84,"ammaliamo","ammal","-","ammali",285,"ammali","ammal","-",0,1,"-"
"152","ammaliare","ammalio",10,"ammalio","ammali","-","are","ammali","-","ammalia",321,"ammalia","ammali","-","ammaliamo",84,"ammaliamo","ammali","-","ammali",285,"ammali","ammal","-",0,1,"-"
"153","ammantare","ammanto",48,"ammanto","ammant","-","are","ammant","-","ammanta",518,"ammanta","ammant","-","ammantiamo",3,"ammantiamo","ammant","-","ammanti",48,"ammanti","ammant","-",0,1,"-"
"154","ammassare","ammasso",199,"ammasso","ammass","-","are","ammass","-","ammassa",129,"ammassa","ammass","-","ammassiamo",10,"ammassiamo","ammass","-","ammassi",326,"ammassi","ammass","-",0,1,"-"
"155","ammazzare","ammazzo",941,"ammazzo","ammazz","-","are","ammazz","-","ammazza",3113,"ammazza","ammazz","-","ammazziamo",232,"ammazziamo","ammazz","-","ammazzi",409,"ammazzi","ammazz","-",0,1,"-"
"156","ammiccare","ammicco",11,"ammikko","ammikk","k","are","ammikk","k","ammicca",523,"ammikka","ammikk","k","ammicchiamo",5,"ammikkiamo","ammikk","k","ammicchi",11,"ammikki","ammikk","k",0,1,"-"
"157","amministrare","amministro",60,"amministro","amministr","-","are","amministr","-","amministra",2883,"amministra","amministr","-","amministriamo",73,"amministriamo","amministr","-","amministri",151,"amministri","amministr","-",0,1,"-"
"158","ammirare","ammiro",2405,"ammiro","ammir","-","are","ammir","-","ammira",1857,"ammira","ammir","-","ammiriamo",730,"ammiriamo","ammir","-","ammiri",359,"ammiri","ammir","-",0,1,"-"
"159","ammorbare","ammorbo",9,"ammorbo","ammorb","-","are","ammorb","-","ammorba",174,"ammorba","ammorb","-","ammorbiamo",4,"ammorbiamo","ammorb","-","ammorbi",13,"ammorbi","ammorb","-",0,1,"-"
"160","ammortizzare","ammortizzo",9,"ammortizzo","ammortizz","-","are","ammortizz","-","ammortizza",130,"ammortizza","ammortizz","-","ammortizziamo",4,"ammortizziamo","ammortizz","-","ammortizzi",24,"ammortizzi","ammortizz","-",0,1,"-"
"161","ammucchiare","ammucchio",11,"ammukkio","ammukki","-","are","ammukki","-","ammucchia",71,"ammukkia","ammukki","-","ammucchiamo",13,"ammukkiamo","ammukki","-","ammucchi",5,"ammukki","ammukk","k",0,1,"-"
"162","ampliare","amplio",192,"amplio","ampli","-","are","ampli","-","amplia",3613,"amplia","ampli","-","ampliamo",87,"ampliamo","ampli","-","ampli",1003,"ampli","ampl","-",0,1,"-"
"163","amplificare","amplifico",19,"amplifiko","amplifik","k","are","amplifik","k","amplifica",1420,"amplifika","amplifik","k","amplifichiamo",8,"amplifikiamo","amplifik","k","amplifichi",70,"amplifiki","amplifik","k",0,1,"-"
"164","amputare","amputo",4,"amputo","amput","-","are","amput","-","amputa",63,"amputa","amput","-","amputiamo",6,"amputiamo","amput","-","amputi",5,"amputi","amput","-",0,1,"-"
"165","analizzare","analizzo",240,"analizzo","analizz","-","are","analizz","-","analizza",11178,"analizza","analizz","-","analizziamo",1453,"analizziamo","analizz","-","analizzi",638,"analizzi","analizz","-",0,1,"-"
"166","ancorare","ancoro",46,"ankoro","ankor","-","are","ankor","-","ancora",21,"ankora","ankor","-","ancoriamo",55,"ankoriamo","ankor","-","ancori",71,"ankori","ankor","-",0,1,"-"
"167","andare","vado",50824,"vado","vad","-","are","and","-","va",521116,"va","v","-","andiamo",31149,"andiamo","and","-","vada",41759,"vada","vad","-",1,0,"-"
"194","anelare","anelo",143,"anelo","anel","-","are","anel","-","anela",609,"anela","anel","-","aneliamo",80,"aneliamo","anel","-","aneli",86,"aneli","anel","-",0,1,"-"
"195","anestetizzare","anestetizzo",4,"anestetizzo","anestetizz","-","are","anestetizz","-","anestetizza",94,"anestetizza","anestetizz","-","anestetizziamo",4,"anestetizziamo","anestetizz","-","anestetizzi",6,"anestetizzi","anestetizz","-",0,1,"-"
"196","animare","animo",25,"animo","anim","-","are","anim","-","anima",8715,"anima","anim","-","animiamo",73,"animiamo","anim","-","animi",655,"animi","anim","-",0,1,"-"
"197","annacquare","annacquo",6,"annakquo","annakqu","-","are","annakqu","-","annacqua",91,"annakqua","annakqu","-","annacquiamo",8,"annakquiamo","annakqu","-","annacqui",16,"annakqui","annakqu","-",0,1,"-"
"198","annaffiare","annaffio",44,"annaffio","annaffi","-","are","annaffi","-","annaffia",75,"annaffia","annaffi","-","annaffiamo",15,"annaffiamo","annaffi","-","annaffi",28,"annaffi","annaff","-",0,1,"-"
"199","annaspare","annaspo",69,"annaspo","annasp","-","are","annasp","-","annaspa",405,"annaspa","annasp","-","annaspiamo",10,"annaspiamo","annasp","-","annaspi",34,"annaspi","annasp","-",0,1,"-"
"200","annegare","annego",75,"annego","anneg","g","are","anneg","g","annega",726,"annega","anneg","g","anneghiamo",24,"annegiamo","anneg","g","anneghi",83,"annegi","anneg","g",0,1,"-"
"201","annidare","annido",13,"annido","annid","-","are","annid","-","annida",1168,"annida","annid","-","annidiamo",5,"annidiamo","annid","-","annidi",180,"annidi","annid","-",0,1,"-"
"202","annientare","anniento",30,"anniento","annient","-","are","annient","-","annienta",636,"annienta","annient","-","annientiamo",12,"annientiamo","annient","-","annienti",77,"annienti","annient","-",0,1,"-"
"203","annodare","annodo",52,"annodo","annod","-","are","annod","-","annoda",295,"annoda","annod","-","annodiamo",5,"annodiamo","annod","-","annodi",54,"annodi","annod","-",0,1,"-"
"204","annoiare","annoio",672,"annoio","annoi","-","are","annoi","-","annoia",1817,"annoia","annoi","-","annoiamo",85,"annoiamo","annoi","-","annoi",368,"annoi","anno","-",0,1,"-"
"205","annotare","annoto",165,"annoto","annot","-","are","annot","-","annota",2817,"annota","annot","-","annotiamo",111,"annotiamo","annot","-","annoti",91,"annoti","annot","-",0,1,"-"
"206","annoverare","annovero",161,"annovero","annover","-","are","annover","-","annovera",4031,"annovera","annover","-","annoveriamo",165,"annoveriamo","annover","-","annoveri",157,"annoveri","annover","-",0,1,"-"
"207","annullare","annullo",1565,"annullo","annull","-","are","annull","-","annulla",6520,"annulla","annull","-","annulliamo",71,"annulliamo","annull","-","annulli",1223,"annulli","annull","-",0,1,"-"
"208","annunciare","annuncio",351,"annuntSo","annuntS","tS","are","annuntS","tS","annuncia",29188,"annuntSa","annuntS","tS","annunciamo",425,"annuntSamo","annuntS","tS","annunci",2616,"annuntSi","annuntS","tS",0,1,"-"
"209","annunziare","annunzio",2239,"annunzio","annunzi","-","are","annunzi","-","annunzia",849,"annunzia","annunzi","-","annunziamo",126,"annunziamo","annunzi","-","annunzi",486,"annunzi","annunz","-",0,1,"-"
"210","annusare","annuso",167,"annuso","annus","-","are","annus","-","annusa",527,"annusa","annus","-","annusiamo",41,"annusiamo","annus","-","annusi",94,"annusi","annus","-",0,1,"-"
"211","ansimare","ansimo",51,"ansimo","ansim","-","are","ansim","-","ansima",201,"ansima","ansim","-","ansimiamo",7,"ansimiamo","ansim","-","ansimi",51,"ansimi","ansim","-",0,1,"-"
"212","anticipare","anticipo",559,"antitSipo","antitSip","-","are","antitSip","-","anticipa",7091,"antitSipa","antitSip","-","anticipiamo",566,"antitSipiamo","antitSip","-","anticipi",697,"antitSipi","antitSip","-",0,1,"-"
"213","appagare","appago",51,"appago","appag","g","are","appag","g","appaga",916,"appaga","appag","g","appaghiamo",11,"appagiamo","appag","g","appaghi",113,"appagi","appag","g",0,1,"-"
"214","appaiare","appaio",266,"appaio","appai","-","are","appai","-","appaia",5115,"appaia","appai","-","appaiamo",5,"appaiamo","appai","-","appai",5,"appai","appa","-",0,1,"-"
"215","appaltare","appalto",408,"appalto","appalt","-","are","appalt","-","appalta",422,"appalta","appalt","-","appaltiamo",5,"appaltiamo","appalt","-","appalti",70,"appalti","appalt","-",0,1,"-"
"216","apparecchiare","apparecchio",51,"apparekkio","apparekki","-","are","apparekki","-","apparecchia",231,"apparekkia","apparekki","-","apparecchiamo",10,"apparekkiamo","apparekki","-","apparecchi",146,"apparekki","apparekk","k",0,1,"-"
"217","appartare","apparto",74,"apparto","appart","-","are","appart","-","apparta",183,"apparta","appart","-","appartiamo",12,"appartiamo","appart","-","apparti",42,"apparti","appart","-",0,1,"-"
"218","appassionare","appassiono",112,"appassiono","appassion","-","are","appassion","-","appassiona",2682,"appassiona","appassion","-","appassioniamo",33,"appassioniamo","appassion","-","appassioni",249,"appassioni","appassion","-",0,1,"-"
"219","appellare","appello",241,"appello","appell","-","are","appell","-","appella",1809,"appella","appell","-","appelliamo",562,"appelliamo","appell","-","appelli",118,"appelli","appell","-",0,1,"-"
"220","appiccare","appicco",11,"appikko","appikk","k","are","appikk","k","appicca",139,"appikka","appikk","k","appicchiamo",6,"appikkiamo","appikk","k","appicchi",38,"appikki","appikk","k",0,1,"-"
"221","appiccicare","appiccico",113,"appittSiko","appittSik","k","are","appittSik","k","appiccica",376,"appittSika","appittSik","k","appiccichiamo",15,"appittSikiamo","appittSik","k","appiccichi",51,"appittSiki","appittSik","k",0,1,"-"
"222","appigliare","appiglio",125,"appiLLo","appiLL","LL","are","appiLL","LL","appiglia",103,"appiLLa","appiLL","LL","appigliamo",10,"appiLLamo","appiLL","LL","appigli",143,"appiLLi","appiLL","LL",0,1,"-"
"223","appioppare","appioppo",23,"appioppo","appiopp","-","are","appiopp","-","appioppa",92,"appioppa","appiopp","-","appioppiamo",3,"appioppiamo","appiopp","-","appioppi",10,"appioppi","appiopp","-",0,1,"-"
"224","appisolare","appisolo",16,"appisolo","appisol","-","are","appisol","-","appisola",46,"appisola","appisol","-","appisoliamo",3,"appisoliamo","appisol","-","appisoli",5,"appisoli","appisol","-",0,1,"-"
"225","applicare","applico",709,"appliko","applik","k","are","applik","k","applica",67434,"applika","applik","k","applichiamo",813,"applikiamo","applik","k","applichi",3456,"appliki","applik","k",0,1,"-"
"226","appoggiare","appoggio",441,"appoddGo","appoddG","dG","are","appoddG","dG","appoggia",7617,"appoddGa","appoddG","dG","appoggiamo",558,"appoddGamo","appoddG","dG","appoggi",923,"appoddGi","appoddG","dG",0,1,"-"
"227","apportare","apporto",120,"apporto","apport","-","are","apport","-","apporta",3541,"apporta","apport","-","apportiamo",52,"apportiamo","apport","-","apporti",748,"apporti","apport","-",0,1,"-"
"228","appostare","apposto",6597,"apposto","appost","-","are","appost","-","apposta",218,"apposta","appost","-","appostiamo",36,"appostiamo","appost","-","apposti",1273,"apposti","appost","-",0,1,"-"
"236","appressare","appresso",2791,"appresso","appress","-","are","appress","-","appressa",191,"appressa","appress","-","appressiamo",3,"appressiamo","appress","-","appressi",14,"appressi","appress","-",0,1,"-"
"237","apprestare","appresto",488,"appresto","apprest","-","are","apprest","-","appresta",7706,"appresta","apprest","-","apprestiamo",904,"apprestiamo","apprest","-","appresti",296,"appresti","apprest","-",0,1,"-"
"238","apprezzare","apprezzo",4732,"apprezzo","apprezz","-","are","apprezz","-","apprezza",6251,"apprezza","apprezz","-","apprezziamo",1155,"apprezziamo","apprezz","-","apprezzi",1147,"apprezzi","apprezz","-",0,1,"-"
"239","approdare","approdo",17,"approdo","approd","-","are","approd","-","approda",4514,"approda","approd","-","approdiamo",146,"approdiamo","approd","-","approdi",340,"approdi","approd","-",0,1,"-"
"240","approfittare","approfitto",3250,"approfitto","approfitt","-","are","approfitt","-","approfitta",3904,"approfitta","approfitt","-","approfittiamo",686,"approfittiamo","approfitt","-","approfitti",519,"approfitti","approfitt","-",0,1,"-"
"241","approntare","appronto",8,"appronto","appront","-","are","appront","-","appronta",237,"appronta","appront","-","approntiamo",18,"approntiamo","appront","-","appronti",44,"appronti","appront","-",0,1,"-"
"242","appropriare","approprio",70,"approprio","appropri","-","are","appropri","-","appropria",1076,"appropria","appropri","-","appropriamo",60,"appropriamo","appropri","-","appropri",173,"appropri","appropr","-",0,1,"-"
"243","approssimare","approssimo",22,"approssimo","approssim","-","are","approssim","-","approssima",540,"approssima","approssim","-","approssimiamo",25,"approssimiamo","approssim","-","approssimi",55,"approssimi","approssim","-",0,1,"-"
"244","approvare","approvo",1250,"approvo","approv","-","are","approv","-","approva",46140,"approva","approv","-","approviamo",480,"approviamo","approv","-","approvi",1707,"approvi","approv","-",0,1,"-"
"245","approvvigionare","approvvigiono",5,"approvvidGono","approvvidGon","-","are","approvvidGon","-","approvvigiona",106,"approvvidGona","approvvidGon","-","approvvigioniamo",4,"approvvidGoniamo","approvvidGon","-","approvvigioni",16,"approvvidGoni","approvvidGon","-",0,1,"-"
"246","appurare","appuro",8,"appuro","appur","-","are","appur","-","appura",85,"appura","appur","-","appuriamo",15,"appuriamo","appur","-","appuri",22,"appuri","appur","-",0,1,"-"
"247","arare","aro",215,"aro","ar","-","are","ar","-","ara",1209,"ara","ar","-","ariamo",5,"ariamo","ar","-","ari",1096,"ari","ar","-",0,1,"-"
"248","archiviare","archivio",708,"arkivio","arkivi","-","are","arkivi","-","archivia",876,"arkivia","arkivi","-","archiviamo",87,"arkiviamo","arkivi","-","archivi",1961,"arkivi","arkiv","-",0,1,"-"
"249","arenare","areno",18,"areno","aren","-","are","aren","-","arena",267,"arena","aren","-","areniamo",5,"areniamo","aren","-","areni",46,"areni","aren","-",0,1,"-"
"250","arginare","argino",3,"ardGino","ardGin","-","are","ardGin","-","argina",124,"ardGina","ardGin","-","arginiamo",4,"ardGiniamo","ardGin","-","argini",301,"ardGini","ardGin","-",0,1,"-"
"251","argomentare","argomento",60,"argomento","argoment","-","are","argoment","-","argomenta",2050,"argomenta","argoment","-","argomentiamo",45,"argomentiamo","argoment","-","argomenti",308,"argomenti","argoment","-",0,1,"-"
"252","armare","armo",256,"armo","arm","-","are","arm","-","arma",333,"arma","arm","-","armiamo",53,"armiamo","arm","-","armi",43,"armi","arm","-",0,1,"-"
"254","armeggiare","armeggio",16,"armeddGo","armeddG","dG","are","armeddG","dG","armeggia",151,"armeddGa","armeddG","dG","armeggiamo",9,"armeddGamo","armeddG","dG","armeggi",74,"armeddGi","armeddG","dG",0,1,"-"
"255","armonizzare","armonizzo",7,"armonizzo","armonizz","-","are","armonizz","-","armonizza",709,"armonizza","armonizz","-","armonizziamo",11,"armonizziamo","armonizz","-","armonizzi",224,"armonizzi","armonizz","-",0,1,"-"
"256","arrabattare","arrabatto",31,"arrabatto","arrabatt","-","are","arrabatt","-","arrabatta",140,"arrabatta","arrabatt","-","arrabattiamo",22,"arrabattiamo","arrabatt","-","arrabatti",10,"arrabatti","arrabatt","-",0,1,"-"
"257","arrabbiare","arrabbio",725,"arrabbio","arrabbi","-","are","arrabbi","-","arrabbia",1511,"arrabbia","arrabbi","-","arrabbiamo",194,"arrabbiamo","arrabbi","-","arrabbi",436,"arrabbi","arrabb","-",0,1,"-"
"258","arraffare","arraffo",18,"arraffo","arraff","-","are","arraff","-","arraffa",148,"arraffa","arraff","-","arraffiamo",5,"arraffiamo","arraff","-","arraffi",7,"arraffi","arraff","-",0,1,"-"
"259","arrampicare","arrampico",158,"arrampiko","arrampik","k","are","arrampik","k","arrampica",1161,"arrampika","arrampik","k","arrampichiamo",89,"arrampikiamo","arrampik","k","arrampichi",74,"arrampiki","arrampik","k",0,1,"-"
"260","arrancare","arranco",74,"arranko","arrank","k","are","arrank","k","arranca",837,"arranka","arrank","k","arranchiamo",31,"arrankiamo","arrank","k","arranchi",30,"arranki","arrank","k",0,1,"-"
"261","arrangiare","arrangio",196,"arrandGo","arrandG","dG","are","arrandG","dG","arrangia",518,"arrandGa","arrandG","dG","arrangiamo",68,"arrandGamo","arrandG","dG","arrangi",197,"arrandGi","arrandG","dG",0,1,"-"
"262","arrecare","arreco",38,"arreko","arrek","k","are","arrek","k","arreca",1259,"arreka","arrek","k","arrechiamo",17,"arrekiamo","arrek","k","arrechi",682,"arreki","arrek","k",0,1,"-"
"263","arredare","arredo",811,"arredo","arred","-","are","arred","-","arreda",137,"arreda","arred","-","arrediamo",5,"arrediamo","arred","-","arredi",1282,"arredi","arred","-",0,1,"-"
"264","arrestare","arresto",22,"arresto","arrest","-","are","arrest","-","arresta",3296,"arresta","arrest","-","arrestiamo",123,"arrestiamo","arrest","-","arresti",303,"arresti","arrest","-",0,1,"-"
